Open Date,Net P&L,Net ROI
2025-07-14,-580.5,-0.00046797
2025-07-15,-580.5,-0.00046358
2025-07-17,-528.0,-0.00103911
2025-07-17,-577.5,-0.00037828
2025-07-17,-576.0,-0.00051857
2025-07-18,627.0,0.00035448
2025-07-18,-570.0,-0.00016098
2025-07-23,579.5,0.00065707
2025-07-23,4863.5,0.00147448
2025-07-23,-440.0,-0.00059115
2025-07-24,546.0,0.00055663
2025-07-24,922.5,0.00043879
2025-07-24,-568.0,-0.00017096
2025-07-24,1350.0,0.00032103
2025-07-24,553.0,0.00084659
2025-07-24,638.0,0.00023544
2025-07-24,-1125.0,-0.00009629
2025-07-24,-551.0,-0.00020319
2025-07-24,-562.5,-0.00009622
2025-07-24,-577.5,-0.00022452
2025-07-24,1000.0,0.00008552
2025-07-24,581.0,0.00007484
2025-07-24,-562.5,-0.0000962
2025-07-24,-568.0,-0.00017108
2025-07-24,-747.0,-0.00009625
2025-07-24,-539.5,-0.00013905
2025-07-24,-562.5,-0.00009625
2025-07-24,-564.0,-0.00025661
2025-07-24,684.0,0.00019243
2025-07-24,-900.0,-0.00009616
2025-07-24,-550.0,-0.00011757
2025-07-25,756.0,0.00077105
2025-07-28,-639.0,-0.00009587
2025-07-28,1369.5,0.00035148
2025-07-28,-1125.0,-0.00009579
2025-07-28,-561.0,-0.00018096
2025-07-28,-639.0,-0.0000958
2025-07-28,-747.0,-0.00009577
2025-07-29,513.0,0.00028584
2025-07-29,1397.5,0.00068885
2025-07-29,-580.0,-0.00042392
2025-07-30,3818.0,0.00048964
2025-07-30,-572.0,-0.00055306
2025-07-30,558.0,0.00098927
2025-07-30,620.0,0.00066006
2025-07-30,-558.0,-0.0001916
2025-07-30,-539.0,-0.00081958
2025-07-30,2130.0,0.00031956
2025-07-30,-578.0,-0.00036182
2025-07-30,-574.0,-0.000298
2025-07-30,603.5,0.00018097
2025-07-30,612.5,0.00052157
2025-07-30,-573.5,-0.00032992
2025-07-30,-572.0,-0.00023408
2025-07-31,567.0,0.00085559
2025-07-31,-563.5,-0.00051711
2025-08-05,-452.0,-0.00241523
2025-08-05,-900.0,-0.0000965
2025-08-05,-750.0,-0.00107196
2025-08-05,568.0,0.0007625
2025-08-06,-522.5,-0.00102446
2025-08-06,-443.0,-0.00475766
2025-08-06,-577.5,-0.00022651
2025-08-06,583.0,0.00114216
2025-08-07,562.5,0.00079416
2025-08-07,1274.0,0.00103898
2025-08-07,2988.0,0.0007627
2025-08-07,-668.5,-0.00202228
2025-08-08,570.0,0.00063617
2025-08-11,828.0,0.00075917
2025-08-12,-506.0,-0.00266481
2025-08-12,307.5,0.00215323
2025-08-13,-576.0,-0.00037401
2025-08-13,1118.0,0.00054081
2025-08-13,-580.0,-0.00041589
2025-08-13,-580.0,-0.00030147
2025-08-13,-567.0,-0.00056202
2025-08-14,567.0,0.0019767
2025-08-14,579.5,0.00063872
2025-08-18,643.5,0.00040978
2025-08-18,-570.0,-0.00015765
2025-08-18,-580.5,-0.00028381
2025-08-18,943.0,0.00086235
2025-08-18,-572.0,-0.00054717
2025-08-18,-562.5,-0.0002628
2025-08-18,-565.0,-0.00118719
2025-08-18,-440.0,-0.00231299
2025-08-18,560.0,0.00073687
2025-08-18,-578.0,-0.00035769
2025-08-20,528.5,0.00161785
2025-08-21,-969.0,-0.00109602
2025-08-21,-562.5,-0.00009674
2025-08-21,586.5,0.00074113
2025-08-21,-568.0,-0.00017195
2025-08-21,540.0,0.00115982
2025-08-21,-562.5,-0.00026855
2025-08-21,-1125.0,-0.00009681
2025-08-21,-576.0,-0.00051666
2025-08-21,585.0,0.00069919
2025-08-21,-900.0,-0.00009674
2025-08-21,-583.0,-0.00056921
2025-08-21,1178.0,0.0004085
2025-08-21,-562.5,-0.00009682
2025-08-21,-550.0,-0.00011847
2025-08-22,577.5,0.000827
2025-08-25,-570.0,-0.00060639
2025-08-25,-555.0,-0.00010634
2025-08-25,175.5,0.0012406
2025-08-26,1328.0,0.00034083
2025-08-26,-963.0,-0.00113904
2025-08-26,-576.0,-0.0003834
2025-08-26,-577.5,-0.00058489
2025-08-26,77.0,0.00023385
2025-08-27,784.0,0.0005949
2025-08-27,874.0,0.00048837
2025-08-28,552.5,0.00089642
2025-08-28,-972.0,-0.00227584
2025-08-28,-504.0,-0.00133294
2025-08-28,-665.0,-0.00140383
2025-08-28,1161.0,0.00090745
2025-08-28,-570.0,-0.00060074
2025-08-28,731.0,0.00035866
2025-08-28,920.0,0.00097108
2025-08-28,589.0,0.00020066
2025-08-28,852.5,0.00058021
2025-08-28,1558.0,0.0004329
2025-08-28,310.0,0.00032721
2025-09-01,528.0,0.00017043
2025-09-01,-577.5,-0.00022354
2025-09-02,-890.5,-0.00148163
2025-09-02,-587.5,-0.00050825
2025-09-02,616.0,0.00060637
2025-09-02,-568.0,-0.00017342
2025-09-02,-747.0,-0.00009758
2025-09-02,553.5,0.00044462
2025-09-02,66.0,0.00002168
2025-09-03,-561.0,-0.00018154
2025-09-03,610.0,0.00065119
2025-09-03,-561.0,-0.00018133
2025-09-03,3013.5,0.00156998
2025-09-03,556.0,0.00148113
2025-09-03,658.0,0.00029883
2025-09-03,-562.5,-0.0000961
2025-09-03,-450.0,-0.00080039
2025-09-04,1001.0,0.00096935
2025-09-04,-535.5,-0.00126674
2025-09-04,570.0,0.001217
2025-09-04,3250.0,0.00069216
2025-09-04,-577.5,-0.00037267
2025-09-05,-574.0,-0.0004294
2025-09-05,-459.0,-0.00160176
2025-09-05,565.0,0.00237495
2025-09-08,-580.0,-0.00030449
2025-09-08,-551.0,-0.00019941
2025-09-09,-567.0,-0.00056629
2025-09-09,-587.5,-0.00049333
2025-09-10,-572.0,-0.00022953
2025-09-10,561.0,0.00106672
2025-09-10,710.0,0.00020876
2025-09-10,528.0,0.00033385
2025-09-10,-570.0,-0.00031294
2025-09-10,-575.0,-0.00023988
2025-09-10,816.5,0.00074066
2025-09-10,-562.5,-0.00026062
2025-09-10,777.0,0.00014599
2025-09-10,-577.5,-0.00021895
2025-09-10,-503.5,-0.00055262
2025-09-10,852.5,0.00032323
2025-09-10,584.0,0.00076201
2025-09-10,-747.0,-0.00009391
2025-09-10,-747.0,-0.00009389
2025-09-10,-577.5,-0.00021907
2025-09-11,-577.5,-0.00036503
2025-09-11,-900.0,-0.00009382
2025-09-11,-870.0,-0.00120855
2025-09-11,2275.5,0.00042731
2025-09-11,544.0,0.00033339
2025-09-11,-900.0,-0.00009382
2025-09-11,-567.0,-0.0004376
2025-09-12,-496.0,-0.00128905
2025-09-12,-539.5,-0.00013512
2025-09-12,609.0,0.00021827
2025-09-12,1677.5,0.000634
2025-09-12,-580.0,-0.00030112
2025-09-15,567.0,0.00065079
2025-09-18,6500.0,0.00106563
2025-09-18,-550.0,-0.0001125
2025-09-22,-747.0,-0.00009061
2025-09-25,-580.5,-0.00027502
2025-09-25,-585.0,-0.00045765
2025-09-26,-484.0,-0.00244942
2025-09-26,579.5,0.00061943
2025-09-26,571.5,0.00129253
2025-09-26,-568.0,-0.00016254
2025-09-26,-577.5,-0.00021308
2025-09-26,555.5,0.00102779
2025-09-26,-585.0,-0.00045734
2025-09-26,3000.0,0.00030466
2025-09-26,-564.0,-0.00024359
2025-09-26,562.5,0.00076236
2025-09-26,-551.0,-0.00019306
2025-09-26,567.0,0.00064049
2025-09-26,-590.0,-0.0005996
2025-09-29,-578.0,-0.00034159
2025-09-29,-561.0,-0.00017084
2025-09-29,585.0,0.00065321
2025-09-29,510.0,0.00034184
2025-09-29,-562.5,-0.00009051
2025-09-29,2100.0,0.00021129
2025-09-29,-555.0,-0.00010054
2025-09-29,-165.0,-0.00033198
2025-09-30,567.0,0.00063573
2025-09-30,579.5,0.00061531
2025-09-30,-587.5,-0.0004738
2025-09-30,3480.0,0.00120957
2025-09-30,-490.0,-0.00140834
2025-09-30,1118.0,0.00043357
2025-10-03,-590.0,-0.00058624
2025-10-03,-580.5,-0.00042771
2025-10-03,-580.5,-0.00042724
2025-10-03,-570.0,-0.00029854
2025-10-03,-555.0,-0.00009952
2025-10-03,-585.0,-0.00038826
2025-10-03,610.0,0.00060732
2025-10-03,-540.0,-0.00011939
2025-10-03,1384.5,0.00038801
2025-10-03,-900.0,-0.00008949
2025-10-03,-567.0,-0.00041779
2025-10-03,1988.0,0.00027867
2025-10-03,1000.0,0.00019902
2025-10-03,575.0,0.00022882
2025-10-03,3486.0,0.00041772
2025-10-03,188.0,0.00007954
2025-10-06,581.0,0.00082481
2025-10-06,594.0,0.00098457
2025-10-06,1437.5,0.00022833
2025-10-06,1014.0,0.00038702
2025-10-06,-568.0,-0.00015867
2025-10-06,-551.0,-0.00018843
2025-10-07,-577.5,-0.00054445
2025-10-07,-580.5,-0.00026734
2025-10-07,624.0,0.00023795
2025-10-07,-577.5,-0.00032709
2025-10-09,-561.0,-0.00016793
2025-10-09,513.0,0.00169384
2025-10-10,-586.5,-0.00050345
2025-10-10,-572.0,-0.00021717
2025-10-13,-558.0,-0.00018137
2025-10-13,4635.0,0.00103718
2025-10-13,592.0,0.00148814
2025-10-13,-931.0,-0.00133815
2025-10-13,1500.0,0.00030247
2025-10-13,1292.5,0.00055397
2025-10-14,-510.0,-0.00103584
2025-10-14,-679.5,-0.0015318
2025-10-15,561.0,0.00102214
2025-10-15,-576.0,-0.00048072
2025-10-15,516.0,0.00172642
2025-10-15,-539.5,-0.00013009
2025-10-15,-563.5,-0.00048965
2025-10-15,-561.0,-0.00017016
2025-10-15,571.5,0.00127458
2025-10-16,750.0,0.00074808
2025-10-16,1476.0,0.00071856
2025-10-16,-516.0,-0.0012861
2025-10-16,-564.0,-0.00023944
2025-10-16,1210.0,0.00109862
2025-10-16,-621.0,-0.00206163
2025-10-16,1776.0,0.00031944
2025-10-16,1254.0,0.00113858
2025-10-16,583.0,0.00105898
2025-10-17,-690.0,-0.00278173
2025-10-17,-577.5,-0.00035434
2025-10-17,555.0,0.00111964
2025-10-17,-561.0,-0.00017158
2025-10-17,562.5,0.00075703
2025-10-17,2300.5,0.0010812
2025-10-17,1309.5,0.00098079
2025-10-17,-574.0,-0.00028309
2025-10-17,-568.0,-0.00016177
2025-10-17,689.0,0.00053631
2025-10-17,4159.5,0.00179101
2025-10-17,-590.0,-0.000595
2025-10-21,-747.0,-0.00008898
2025-10-21,-540.0,-0.00011862
2025-10-21,-558.0,-0.00017788
2025-10-21,-575.0,-0.00022742
2025-10-21,-572.0,-0.00021749
2025-10-21,992.0,0.00031636
2025-10-21,-570.0,-0.00014828
2025-10-21,-558.0,-0.00017795
2025-10-21,-550.0,-0.00010874
2025-10-21,1139.5,0.00052377
2025-10-21,-563.5,-0.00048367
2025-10-22,977.5,0.00084246
2025-10-22,-572.0,-0.00051477
2025-10-22,1207.5,0.00068301
2025-10-22,-564.0,-0.00023735
2025-10-22,-639.0,-0.00008907
2025-10-22,2905.0,0.0006938
2025-10-22,1025.0,0.00049554
2025-10-23,293.0,0.00291603
2025-10-24,576.0,0.00062801
2025-10-27,-562.5,-0.00008712
2025-10-27,-561.0,-0.00016449
2025-10-27,900.0,0.00069712
2025-10-27,-540.0,-0.00011609
2025-10-27,-550.0,-0.00010644
2025-10-27,-539.5,-0.00012573
2025-10-27,-570.0,-0.00014506
2025-10-27,-592.5,-0.0007634
2025-10-27,702.0,0.00050322
2025-10-27,-564.0,-0.00023223
2025-10-27,525.0,0.00145
2025-10-28,5100.0,0.00097907
2025-10-28,609.0,0.00040297
2025-10-28,2165.5,0.00058562
2025-10-29,516.0,0.00040917
2025-10-29,-561.0,-0.00016163
2025-10-29,-572.0,-0.0002092
2025-10-29,-580.5,-0.00040892
2025-10-29,615.0,0.00039004
2025-10-29,608.0,0.00030441
2025-10-29,-570.0,-0.00014267
2025-10-29,1072.0,0.00063783
2025-10-29,579.5,0.00058085
2025-10-29,528.0,0.00030461
2025-10-29,-562.5,-0.0002379
2025-10-30,576.0,0.00061236
2025-10-30,-720.0,-0.0007665
2025-10-30,563.5,0.00154759
2025-10-30,-528.0,-0.00126546
2025-10-30,567.0,0.00077702
2025-10-30,585.0,0.0008644
2025-10-30,-573.5,-0.00035485
2025-10-30,594.0,0.0009509
2025-10-31,556.5,0.00152229
2025-10-31,576.0,0.00061181
2025-10-31,540.0,0.00025792
2025-10-31,-572.0,-0.0002101
2025-11-04,-513.0,-0.00110793
2025-11-04,576.0,0.00186225
2025-11-04,576.0,0.00069895
2025-11-04,567.0,0.00061169
2025-11-04,-575.0,-0.0004467
2025-11-05,-586.5,-0.00049923
2025-11-05,664.0,0.00015655
2025-11-05,-672.0,-0.00109572
2025-11-06,522.0,0.00169997
2025-11-06,1395.0,0.00060453
2025-11-06,487.0,0.00478398
2025-11-07,594.0,0.00099
2025-11-10,577.5,0.0016113
2025-11-10,-570.0,-0.00014677
2025-11-10,1138.5,0.00067585
2025-11-10,589.0,0.00030364
2025-11-10,596.0,0.00146322
2025-11-10,200.0,0.00001958
2025-11-11,572.0,0.0008588
2025-11-11,-570.0,-0.00014639
2025-11-11,-498.0,-0.0008097
2025-11-11,584.0,0.00071389
2025-11-13,564.0,0.00371431
2025-11-13,-624.0,-0.00076565
2025-11-13,560.0,0.00068722
2025-11-14,562.5,0.00226744
2025-11-17,-608.0,-0.00075979
2025-11-17,585.0,0.00065132
2025-11-17,1570.0,0.00157127
2025-11-18,560.0,0.00070761
2025-11-18,2123.5,0.00138642
2025-11-18,496.5,0.00336567
2025-11-19,520.5,0.00351528
2025-11-20,-504.0,-0.000714
2025-11-20,-573.5,-0.00036701
2025-11-20,-590.0,-0.00058571
2025-11-20,3275.0,0.00130325
2025-11-21,-626.5,-0.00184902
2025-11-21,570.0,0.00078547
2025-11-21,530.0,0.00275388
2025-11-21,403.0,0.00419416
2025-11-21,-590.0,-0.00060978
2025-11-21,-551.0,-0.0001964
2025-11-21,574.0,0.00084752
2025-11-21,1460.0,0.00075354
2025-11-21,-676.0,-0.00107098
2025-11-25,570.5,0.00164641
2025-11-25,-577.5,-0.00035259
2025-11-25,-583.0,-0.0005341
2025-11-25,-639.0,-0.00009048
2025-11-25,-540.0,-0.00012079
2025-11-25,-573.5,-0.00037277
2025-11-25,997.5,0.0009565
2025-11-25,565.5,0.0008755
2025-11-25,-576.0,-0.00036212
2025-11-25,651.0,0.00062359
2025-11-25,775.0,0.00025122
2025-11-25,579.5,0.00061365
2025-11-26,568.0,0.00070421
2025-11-26,-564.0,-0.00093097
2025-11-26,525.0,0.00174015
2025-11-26,576.0,0.00063507
2025-11-26,490.0,0.00048614
2025-11-26,-573.5,-0.00036658
2025-11-26,612.5,0.00034692
2025-11-27,1005.0,0.00066206
2025-12-01,635.5,0.00040595
2025-12-01,544.0,0.00134415
2025-12-02,660.0,0.00064801
2025-12-02,578.5,0.00087448
2025-12-02,923.0,0.00025495
2025-12-02,552.5,0.00083346
2025-12-03,-535.5,-0.00116706
2025-12-03,-630.0,-0.00102971
2025-12-03,-1073.5,-0.00110709
2025-12-03,-564.0,-0.00023521
2025-12-05,-690.0,-0.00111608
2025-12-05,-574.0,-0.00027253
2025-12-05,-952.0,-0.00108916
2025-12-05,-747.0,-0.00008748
2025-12-08,-528.0,-0.00063876
2025-12-08,-588.0,-0.00081318
2025-12-08,577.5,0.0007477
2025-12-09,1210.0,0.00107431
2025-12-09,-570.0,-0.00074153
2025-12-09,-583.0,-0.00051692
2025-12-10,-801.0,-0.00086691
2025-12-10,-468.0,-0.00152159
2025-12-10,1242.0,0.00089757
2025-12-10,-539.5,-0.00012679
2025-12-10,592.0,0.00036087
2025-12-10,-564.0,-0.0002339
2025-12-10,943.5,0.00016581
2025-12-10,-573.5,-0.00036079
2025-12-10,-573.5,-0.00030221
2025-12-10,-551.0,-0.00018536
2025-12-10,-747.0,-0.00008774
2025-12-10,-1125.0,-0.00008771
2025-12-10,-572.0,-0.00021439
2025-12-11,558.0,0.00090933
2025-12-11,540.0,0.00117418
2025-12-11,-549.0,-0.00059524
2025-12-11,588.5,0.00104584
2025-12-11,590.0,0.00115466
2025-12-12,549.5,0.00153455
2025-12-12,-574.0,-0.00027383
2025-12-12,555.0,0.00036202
2025-12-12,577.5,0.00102988
2025-12-15,-577.5,-0.00020698
2025-12-16,531.0,0.00176619
2025-12-16,552.5,0.00084949
2025-12-16,-534.0,-0.00088797
2025-12-16,-630.0,-0.00069903
2025-12-16,1007.0,0.00053024
2025-12-16,-562.5,-0.00025001
2025-12-16,-578.0,-0.00033946
2025-12-16,607.5,0.00044936
2025-12-16,574.0,0.00081956
2025-12-16,585.0,0.00089749
2025-12-16,861.0,0.00081946
2025-12-16,550.0,0.00100023
2025-12-16,-558.0,-0.00062
2025-12-16,581.0,0.0008304
2025-12-16,-587.5,-0.0004701
2025-12-16,-580.0,-0.00040005
2025-12-16,-567.0,-0.00041958
2025-12-18,540.0,0.00216585
2025-12-18,-562.5,-0.00008989
2025-12-18,-577.5,-0.00034933
2025-12-18,546.0,0.00090915
2025-12-22,-576.0,-0.0003495
2025-12-23,-577.5,-0.00020439
2025-12-23,520.0,0.0002535
2025-12-23,-576.0,-0.00046764
2025-12-23,3300.0,0.00032165
2025-12-23,630.0,0.00061359
2025-12-23,-568.0,-0.00015575
2025-12-23,621.0,0.00052567
2025-12-23,600.0,0.00023347
2025-12-23,546.0,0.00037926
2025-12-23,-570.0,-0.00055352
2025-12-24,1029.5,0.00068752
2025-12-24,-577.5,-0.00020337
2025-12-26,-730.0,-0.00140829
2025-12-26,-555.0,-0.00009657
2025-12-26,-562.5,-0.00024146
2025-12-26,-574.0,-0.00027051
2025-12-26,-574.0,-0.00027047
2025-12-26,682.0,0.0002126
2025-12-26,-573.5,-0.00035728
2025-12-26,-570.0,-0.00028973
2025-12-26,580.0,0.00019314
2025-12-26,765.0,0.00016415
2025-12-26,585.0,0.00037652
2025-12-26,-575.0,-0.00022196
2025-12-26,-570.0,-0.00055058
2025-12-26,-493.0,-0.00056019
2025-12-26,780.0,0.00028979
2025-12-26,-550.0,-0.00010623
2025-12-26,537.5,0.00024153
2025-12-26,-747.0,-0.00008693
2025-12-26,-568.0,-0.00015458
2025-12-29,504.0,0.00035016
2025-12-29,-575.0,-0.00022374
2025-12-29,-577.5,-0.00053516
2025-12-29,-570.0,-0.00029168
2025-12-29,584.0,0.0007104
2025-12-29,-577.5,-0.0002042
2025-12-29,-639.0,-0.00008757
2025-12-29,-587.5,-0.00045716
2025-12-29,1562.0,0.00021413
2025-12-29,-540.0,-0.00011677
2025-12-29,-550.0,-0.00010702
2025-12-29,732.0,0.00059349
2025-12-29,529.0,0.00044761
2025-12-29,-570.0,-0.00014599
2025-12-29,-562.5,-0.00024323
2025-12-29,200.0,0.00015567
2025-12-30,-475.0,-0.00184339
2025-12-30,1860.0,0.00058374
2025-12-30,-482.0,-0.00233647
2025-12-30,-572.0,-0.00021376
2025-12-30,58.0,0.00001944
